,Business,Class,Code
31175,"* de portes, finestres, persianes, marcs, parqu",3,VD3QKQ827
31210,"* de mobles, excepte els d'oficina",5,PPG8BAU3O
31211,"* de mobles, excepte els d'oficina",2,PPG8BAU3O
31212,"* de mobles, excepte els d'oficina",2,PPG8BAU3O
31213,"* de mobles, excepte els d'oficina",4,PPG8BAU3O
31214,"* de mobles, excepte els d'oficina",3,PPG8BAU3O
31215,"* de mobles, excepte els d'oficina",2,PPG8BAU3O
31216,"* de mobles, excepte els d'oficina",3,PPG8BAU3O
31217,"* de mobles, excepte els d'oficina",2,PPG8BAU3O
31218,"* de mobles, excepte els d'oficina",1,PPG8BAU3O
31219,"* de mobles, excepte els d'oficina",1,PPG8BAU3O
31220,"* de mobles, excepte els d'oficina",6,PPG8BAU3O
31221,"* de mobles, excepte els d'oficina",4,PPG8BAU3O
31222,"* de mobles, excepte els d'oficina",1,PPG8BAU3O
31223,"* de mobles, excepte els d'oficina",1,PPG8BAU3O
31224,"* de mobles, excepte els d'oficina",2,PPG8BAU3O
31225,"* de mobles, excepte els d'oficina",1,PPG8BAU3O
31226,"* de mobles, excepte els d'oficina",2,PPG8BAU3O
31227,"* de mobles, excepte els d'oficina",2,PPG8BAU3O
31228,"* de mobles, excepte els d'oficina",3,PPG8BAU3O
31229,"* de mobles, excepte els d'oficina",2,PPG8BAU3O
31230,"* de mobles, excepte els d'oficina",2,PPG8BAU3O
31231,"* de mobles, excepte els d'oficina",0,PPG8BAU3O
31232,"* de mobles, excepte els d'oficina",1,PPG8BAU3O
31233,"* de mobles, excepte els d'oficina",3,PPG8BAU3O
31234,"* de mobles, excepte els d'oficina",2,PPG8BAU3O
31235,"* de mobles, excepte els d'oficina",2,PPG8BAU3O
31236,"* de mobles, excepte els d'oficina",2,PPG8BAU3O
31237,"* de mobles, excepte els d'oficina",2,PPG8BAU3O
31238,"* de mobles, excepte els d'oficina",3,PPG8BAU3O
31239,"* de mobles, excepte els d'oficina",2,PPG8BAU3O
31240,"* de mobles, excepte els d'oficina",1,PPG8BAU3O
31241,"Serveis en cafès i bars, amb i sense menjar",22,KUOD3P0G0
31242,"Serveis en cafès i bars, amb i sense menjar",35,KUOD3P0G0
31243,"Serveis en cafès i bars, amb i sense menjar",43,KUOD3P0G0
31244,"Serveis en cafès i bars, amb i sense menjar",21,KUOD3P0G0
31245,"Serveis en cafès i bars, amb i sense menjar",42,KUOD3P0G0
31246,"Serveis en cafès i bars, amb i sense menjar",102,KUOD3P0G0
31247,"Serveis en cafès i bars, amb i sense menjar",11,KUOD3P0G0
31248,"Serveis en cafès i bars, amb i sense menjar",48,KUOD3P0G0
31249,"Serveis en cafès i bars, amb i sense menjar",35,KUOD3P0G0
31250,"Serveis en cafès i bars, amb i sense menjar",29,KUOD3P0G0
31251,"Serveis en cafès i bars, amb i sense menjar",26,KUOD3P0G0
31252,"Serveis en cafès i bars, amb i sense menjar",34,KUOD3P0G0
31253,"Serveis en cafès i bars, amb i sense menjar",21,KUOD3P0G0
31254,"Serveis en cafès i bars, amb i sense menjar",46,KUOD3P0G0
31255,"Serveis en cafès i bars, amb i sense menjar",41,KUOD3P0G0
31256,"Serveis en cafès i bars, amb i sense menjar",33,KUOD3P0G0
31257,"Tintures, neteja en sec, rentat i planxat roba",7,JDNE8L0FR
31258,"Tintures, neteja en sec, rentat i planxat roba",0,JDNE8L0FR
31259,"Tintures, neteja en sec, rentat i planxat roba",158,JDNE8L0FR
31260,"Tintures, neteja en sec, rentat i planxat roba",97,JDNE8L0FR
31261,"Tintures, neteja en sec, rentat i planxat roba",40,JDNE8L0FR
31262,"Tintures, neteja en sec, rentat i planxat roba",107,JDNE8L0FR
31263,"Tintures, neteja en sec, rentat i planxat roba",74,JDNE8L0FR
31264,"Tintures, neteja en sec, rentat i planxat roba",72,JDNE8L0FR
31265,"Tintures, neteja en sec, rentat i planxat roba",81,JDNE8L0FR
31266,"Tintures, neteja en sec, rentat i planxat roba",0,JDNE8L0FR
31267,"Tintures, neteja en sec, rentat i planxat roba",91,JDNE8L0FR
31436,"Serveis en cafès i bars, amb i sense menjar",10,XJ90UPWHO
31437,"Serveis en cafès i bars, amb i sense menjar",9,XJ90UPWHO
31438,"Serveis en cafès i bars, amb i sense menjar",10,XJ90UPWHO
31439,"Serveis en cafès i bars, amb i sense menjar",8,XJ90UPWHO
31440,"Serveis en cafès i bars, amb i sense menjar",7,XJ90UPWHO
31441,"Serveis en cafès i bars, amb i sense menjar",7,XJ90UPWHO
31442,"Serveis en cafès i bars, amb i sense menjar",6,XJ90UPWHO
31443,"Serveis en cafès i bars, amb i sense menjar",8,XJ90UPWHO
31444,"Serveis en cafès i bars, amb i sense menjar",9,XJ90UPWHO
31445,"Serveis en cafès i bars, amb i sense menjar",7,XJ90UPWHO
31446,"Serveis en cafès i bars, amb i sense menjar",7,XJ90UPWHO
31447,"Serveis en cafès i bars, amb i sense menjar",8,XJ90UPWHO
31448,"Serveis en cafès i bars, amb i sense menjar",7,XJ90UPWHO
31449,"Serveis en cafès i bars, amb i sense menjar",10,XJ90UPWHO
31450,"Serveis en cafès i bars, amb i sense menjar",8,XJ90UPWHO
31451,"Serveis en cafès i bars, amb i sense menjar",12,XJ90UPWHO
31452,"Serveis en cafès i bars, amb i sense menjar",8,XJ90UPWHO
31453,"Serveis en cafès i bars, amb i sense menjar",8,XJ90UPWHO
31454,"Serveis en cafès i bars, amb i sense menjar",10,XJ90UPWHO
31455,"Serveis en cafès i bars, amb i sense menjar",8,XJ90UPWHO
31456,"Serveis en cafès i bars, amb i sense menjar",8,XJ90UPWHO
31457,"Serveis en cafès i bars, amb i sense menjar",7,XJ90UPWHO
31458,"Serveis en cafès i bars, amb i sense menjar",6,XJ90UPWHO
31459,"Serveis en cafès i bars, amb i sense menjar",10,XJ90UPWHO
31460,"Serveis en cafès i bars, amb i sense menjar",8,XJ90UPWHO
31461,"Serveis en cafès i bars, amb i sense menjar",7,XJ90UPWHO
31462,"Serveis en cafès i bars, amb i sense menjar",9,XJ90UPWHO
31463,"Serveis en cafès i bars, amb i sense menjar",7,XJ90UPWHO
31464,"Serveis en cafès i bars, amb i sense menjar",7,XJ90UPWHO
31465,"Serveis en cafès i bars, amb i sense menjar",7,XJ90UPWHO
31466,"Serveis en cafès i bars, amb i sense menjar",5,XJ90UPWHO
31528,"Serveis en xocolateries, gelateries i orxateries",18,YLV9Z06LS
31529,"Serveis en xocolateries, gelateries i orxateries",25,YLV9Z06LS
31530,"Serveis en xocolateries, gelateries i orxateries",0,YLV9Z06LS
31531,"Serveis en xocolateries, gelateries i orxateries",0,YLV9Z06LS
31532,"Serveis en xocolateries, gelateries i orxateries",13,YLV9Z06LS
31533,"Serveis en xocolateries, gelateries i orxateries",0,YLV9Z06LS
31534,"Serveis en xocolateries, gelateries i orxateries",9,YLV9Z06LS
31535,"Serveis en xocolateries, gelateries i orxateries",17,YLV9Z06LS
31536,"Serveis en xocolateries, gelateries i orxateries",29,YLV9Z06LS
31537,"Serveis en xocolateries, gelateries i orxateries",0,YLV9Z06LS
31538,"Serveis en xocolateries, gelateries i orxateries",0,YLV9Z06LS
31539,"Serveis en xocolateries, gelateries i orxateries",12,YLV9Z06LS
31540,"Serveis en xocolateries, gelateries i orxateries",0,YLV9Z06LS
31541,"Serveis en xocolateries, gelateries i orxateries",10,YLV9Z06LS
31542,"Serveis en xocolateries, gelateries i orxateries",0,YLV9Z06LS
31543,"Serveis en xocolateries, gelateries i orxateries",17,YLV9Z06LS
31544,"Serveis en xocolateries, gelateries i orxateries",31,YLV9Z06LS
31545,"Serveis en xocolateries, gelateries i orxateries",0,YLV9Z06LS
31546,"Serveis en xocolateries, gelateries i orxateries",5,YLV9Z06LS
31547,"Serveis en xocolateries, gelateries i orxateries",0,YLV9Z06LS
31548,"Serveis en xocolateries, gelateries i orxateries",18,YLV9Z06LS
31549,"Serveis en xocolateries, gelateries i orxateries",39,YLV9Z06LS
31550,"Serveis en xocolateries, gelateries i orxateries",11,YLV9Z06LS
31551,"Serveis en xocolateries, gelateries i orxateries",2,YLV9Z06LS
31552,"Serveis en xocolateries, gelateries i orxateries",15,YLV9Z06LS
31553,"Serveis en xocolateries, gelateries i orxateries",46,YLV9Z06LS
31554,"Serveis en xocolateries, gelateries i orxateries",60,YLV9Z06LS
31555,"Serveis en xocolateries, gelateries i orxateries",38,YLV9Z06LS
31556,"Serveis en xocolateries, gelateries i orxateries",4,YLV9Z06LS
31557,"Serveis en xocolateries, gelateries i orxateries",0,YLV9Z06LS
31558,"Serveis en xocolateries, gelateries i orxateries",0,YLV9Z06LS
31559,"Serveis en cafès i bars, amb i sense menjar",0,U6QLB58QK
31560,"Serveis en cafès i bars, amb i sense menjar",4,U6QLB58QK
31561,"Serveis en cafès i bars, amb i sense menjar",3,U6QLB58QK
31562,"Serveis en cafès i bars, amb i sense menjar",1,U6QLB58QK
31563,"Serveis en cafès i bars, amb i sense menjar",2,U6QLB58QK
31564,"Serveis en cafès i bars, amb i sense menjar",1,U6QLB58QK
31565,"Serveis en cafès i bars, amb i sense menjar",2,U6QLB58QK
31566,"Serveis en cafès i bars, amb i sense menjar",0,U6QLB58QK
31567,"Serveis en cafès i bars, amb i sense menjar",9,U6QLB58QK
31568,"Serveis en cafès i bars, amb i sense menjar",1,U6QLB58QK
31569,"Serveis en cafès i bars, amb i sense menjar",2,U6QLB58QK
31570,"Serveis en cafès i bars, amb i sense menjar",4,U6QLB58QK
31571,"Serveis en cafès i bars, amb i sense menjar",7,U6QLB58QK
31572,"Serveis en cafès i bars, amb i sense menjar",2,U6QLB58QK
31573,"Serveis en cafès i bars, amb i sense menjar",2,U6QLB58QK
31574,"Serveis en cafès i bars, amb i sense menjar",7,U6QLB58QK
31575,"Serveis en cafès i bars, amb i sense menjar",2,U6QLB58QK
31576,"Serveis en cafès i bars, amb i sense menjar",0,U6QLB58QK
31755,"Serveis en cafès i bars, amb i sense menjar",12,IVY6T536N
31756,"* aparells i instruments mèdics, ortopèdics, or",7,6UQL27QZ8
31849,"* De fruites, verdures, hortalisses i tubèrculs",4,TIV2557SA
31850,"* De fruites, verdures, hortalisses i tubèrculs",6,TIV2557SA
31851,"Comerç al detall de medicaments, productes sanitar",4,BODJGNQ3O
31852,"Comerç al detall de medicaments, productes sanitar",4,BODJGNQ3O
31853,"Comerç al detall de medicaments, productes sanitar",4,BODJGNQ3O
31854,"Comerç al detall de medicaments, productes sanitar",2,BODJGNQ3O
31855,"Comerç al detall de medicaments, productes sanitar",3,BODJGNQ3O
31856,"Comerç al detall de medicaments, productes sanitar",4,BODJGNQ3O
31857,"Comerç al detall de medicaments, productes sanitar",3,BODJGNQ3O
31858,"Comerç al detall de medicaments, productes sanitar",3,BODJGNQ3O
31859,"Comerç al detall de medicaments, productes sanitar",4,BODJGNQ3O
31860,"Comerç al detall de medicaments, productes sanitar",4,BODJGNQ3O
31861,"Comerç al detall de medicaments, productes sanitar",3,BODJGNQ3O
31862,"Comerç al detall de medicaments, productes sanitar",4,BODJGNQ3O
31863,"Comerç al detall de medicaments, productes sanitar",12,BODJGNQ3O
31864,"Comerç al detall de medicaments, productes sanitar",3,BODJGNQ3O
31865,"Comerç al detall de medicaments, productes sanitar",3,BODJGNQ3O
31866,"Comerç al detall de medicaments, productes sanitar",3,BODJGNQ3O
31867,"Comerç al detall de medicaments, productes sanitar",0,BODJGNQ3O
31868,"Comerç al detall de medicaments, productes sanitar",3,BODJGNQ3O
31869,"Comerç al detall de medicaments, productes sanitar",3,BODJGNQ3O
31870,"Comerç al detall de medicaments, productes sanitar",3,BODJGNQ3O
31871,"Comerç al detall de medicaments, productes sanitar",7,BODJGNQ3O
31872,"Comerç al detall de medicaments, productes sanitar",5,BODJGNQ3O
31873,"Comerç al detall de medicaments, productes sanitar",3,BODJGNQ3O
31874,"Comerç al detall de medicaments, productes sanitar",3,BODJGNQ3O
31875,"Comerç al detall de medicaments, productes sanitar",3,BODJGNQ3O
31876,"Comerç al detall de medicaments, productes sanitar",3,BODJGNQ3O
31877,"Comerç al detall de medicaments, productes sanitar",4,BODJGNQ3O
31878,"Comerç al detall de medicaments, productes sanitar",7,BODJGNQ3O
31879,"Comerç al detall de medicaments, productes sanitar",3,BODJGNQ3O
31880,"Comerç al detall de medicaments, productes sanitar",3,BODJGNQ3O
31881,"Comerç al detall de medicaments, productes sanitar",4,BODJGNQ3O
31882,"* de comandes, distribució, manipulació corres",72,JN4PVQ31F
31883,"* de comandes, distribució, manipulació corres",92,JN4PVQ31F
31884,"* de comandes, distribució, manipulació corres",128,JN4PVQ31F
31885,"* de comandes, distribució, manipulació corres",88,JN4PVQ31F
31886,"* de comandes, distribució, manipulació corres",152,JN4PVQ31F
31887,"* de comandes, distribució, manipulació corres",444,JN4PVQ31F
31888,"* de comandes, distribució, manipulació corres",103,JN4PVQ31F
31889,"* de comandes, distribució, manipulació corres",98,JN4PVQ31F
31890,"* de comandes, distribució, manipulació corres",82,JN4PVQ31F
31891,"* de comandes, distribució, manipulació corres",77,JN4PVQ31F
31892,"* de comandes, distribució, manipulació corres",1532,JN4PVQ31F
31893,"* de comandes, distribució, manipulació corres",215,JN4PVQ31F
31894,"* de comandes, distribució, manipulació corres",90,JN4PVQ31F
31895,"* de comandes, distribució, manipulació corres",82,JN4PVQ31F
31896,"* de comandes, distribució, manipulació corres",103,JN4PVQ31F
31897,"* de comandes, distribució, manipulació corres",83,JN4PVQ31F
31913,"* Productes de perfumeria, drogueria, higiene",58,PFXOWT8VC
31917,"* Productes de perfumeria, drogueria, higiene",66,PFXOWT8VC
31920,"* Productes de perfumeria, drogueria, higiene",65,PFXOWT8VC
31991,"* Instal·lacions elèctriques en general, etc.",4,QIOVLDETI
31992,"* Instal·lacions elèctriques en general, etc.",5,QIOVLDETI
31993,"* Instal·lacions elèctriques en general, etc.",5,QIOVLDETI
31994,"* Instal·lacions elèctriques en general, etc.",3,QIOVLDETI
31995,"* Instal·lacions elèctriques en general, etc.",4,QIOVLDETI
31996,"* Instal·lacions elèctriques en general, etc.",3,QIOVLDETI
31997,"* Instal·lacions elèctriques en general, etc.",2,QIOVLDETI
31998,"* Instal·lacions elèctriques en general, etc.",4,QIOVLDETI
31999,"* Instal·lacions elèctriques en general, etc.",1,QIOVLDETI
32000,"* Instal·lacions elèctriques en general, etc.",3,QIOVLDETI
32001,"* Instal·lacions elèctriques en general, etc.",3,QIOVLDETI
32002,"* Instal·lacions elèctriques en general, etc.",4,QIOVLDETI
32003,"* Instal·lacions elèctriques en general, etc.",3,QIOVLDETI
32004,"* Instal·lacions elèctriques en general, etc.",3,QIOVLDETI
32005,"* Instal·lacions elèctriques en general, etc.",3,QIOVLDETI
32006,"* Instal·lacions elèctriques en general, etc.",5,QIOVLDETI
32007,"* Instal·lacions elèctriques en general, etc.",4,QIOVLDETI
32008,"* Instal·lacions elèctriques en general, etc.",3,QIOVLDETI
32009,"* Instal·lacions elèctriques en general, etc.",3,QIOVLDETI
32010,"* Instal·lacions elèctriques en general, etc.",5,QIOVLDETI
32011,"* Instal·lacions elèctriques en general, etc.",4,QIOVLDETI
32012,"* Instal·lacions elèctriques en general, etc.",4,QIOVLDETI
32013,"* Instal·lacions elèctriques en general, etc.",4,QIOVLDETI
32014,"* Instal·lacions elèctriques en general, etc.",3,QIOVLDETI
32015,"* Instal·lacions elèctriques en general, etc.",0,QIOVLDETI
32016,"* Instal·lacions elèctriques en general, etc.",11,QIOVLDETI
32017,"* Instal·lacions elèctriques en general, etc.",6,QIOVLDETI
32018,"* Instal·lacions elèctriques en general, etc.",3,QIOVLDETI
32019,"* Instal·lacions elèctriques en general, etc.",3,QIOVLDETI
32020,"* Instal·lacions elèctriques en general, etc.",6,QIOVLDETI
32073,"* Venda de pa, pans especials y pastisseria",26,IJJM9TDB4
32075,"* Venda de pa, pans especials y pastisseria",25,IJJM9TDB4
32076,"* Venda de pa, pans especials y pastisseria",21,IJJM9TDB4
32077,"* Venda de pa, pans especials y pastisseria",18,IJJM9TDB4
32081,"* Venda de pa, pans especials y pastisseria",22,IJJM9TDB4
32084,"* Venda de pa, pans especials y pastisseria",17,IJJM9TDB4
32087,"* Venda de pa, pans especials y pastisseria",24,IJJM9TDB4
32092,"* Venda de pa, pans especials y pastisseria",22,IJJM9TDB4
32095,"* Venda de pa, pans especials y pastisseria",21,IJJM9TDB4
32098,"* Venda de pa, pans especials y pastisseria",23,IJJM9TDB4
32107,"* Venda de pa, pans especials y pastisseria",22,IJJM9TDB4
32108,"* Venda de pa, pans especials y pastisseria",18,IJJM9TDB4
32111,"* Venda de pa, pans especials y pastisseria",20,IJJM9TDB4
32112,"Serveis en cafès i bars, amb i sense menjar",38,PUYRG47V5
32113,"Serveis en cafès i bars, amb i sense menjar",2,PUYRG47V5
32114,"Serveis en cafès i bars, amb i sense menjar",48,PUYRG47V5
32115,"Serveis en cafès i bars, amb i sense menjar",36,PUYRG47V5
32116,"Serveis en cafès i bars, amb i sense menjar",46,PUYRG47V5
32117,"Serveis en cafès i bars, amb i sense menjar",33,PUYRG47V5
32118,"Serveis en cafès i bars, amb i sense menjar",52,PUYRG47V5
32119,"Serveis en cafès i bars, amb i sense menjar",91,PUYRG47V5
32120,"Serveis en cafès i bars, amb i sense menjar",15,PUYRG47V5
32121,"Serveis en cafès i bars, amb i sense menjar",43,PUYRG47V5
32122,"Serveis en cafès i bars, amb i sense menjar",38,PUYRG47V5
32123,"Serveis en cafès i bars, amb i sense menjar",25,PUYRG47V5
32124,"Serveis en cafès i bars, amb i sense menjar",37,PUYRG47V5
32168,"* de portes, finestres, persianes, marcs, parqu",1,0IK837W12
32169,"* de portes, finestres, persianes, marcs, parqu",1,0IK837W12
32170,"* de portes, finestres, persianes, marcs, parqu",1,0IK837W12
32171,"* de portes, finestres, persianes, marcs, parqu",3,0IK837W12
32172,"* de portes, finestres, persianes, marcs, parqu",0,0IK837W12
32173,"* de portes, finestres, persianes, marcs, parqu",2,0IK837W12
32174,"* de portes, finestres, persianes, marcs, parqu",11,0IK837W12
32175,"* de portes, finestres, persianes, marcs, parqu",1,0IK837W12
32176,"* de portes, finestres, persianes, marcs, parqu",1,0IK837W12
32177,"* de portes, finestres, persianes, marcs, parqu",2,0IK837W12
32178,"* de portes, finestres, persianes, marcs, parqu",1,0IK837W12
32179,"* de portes, finestres, persianes, marcs, parqu",11,0IK837W12
32180,"* de portes, finestres, persianes, marcs, parqu",1,0IK837W12
32181,"* de portes, finestres, persianes, marcs, parqu",0,0IK837W12
32182,"* de portes, finestres, persianes, marcs, parqu",8,0IK837W12
32183,"* de portes, finestres, persianes, marcs, parqu",1,0IK837W12
32184,"* de portes, finestres, persianes, marcs, parqu",7,0IK837W12
32185,"* de portes, finestres, persianes, marcs, parqu",1,0IK837W12
32186,"* de portes, finestres, persianes, marcs, parqu",1,0IK837W12
32187,"* de portes, finestres, persianes, marcs, parqu",6,0IK837W12
32188,"* de portes, finestres, persianes, marcs, parqu",2,0IK837W12
32189,"* de portes, finestres, persianes, marcs, parqu",0,0IK837W12
32190,"* de portes, finestres, persianes, marcs, parqu",0,0IK837W12
32191,"* de portes, finestres, persianes, marcs, parqu",1,0IK837W12
32192,"* de portes, finestres, persianes, marcs, parqu",1,0IK837W12
32193,"* de portes, finestres, persianes, marcs, parqu",1,0IK837W12
32286,"* Productes tèxtils, confecció i calçat, etc.",0,FNR671NB6
32287,"* Productes tèxtils, confecció i calçat, etc.",0,FNR671NB6
32288,"* Productes tèxtils, confecció i calçat, etc.",0,FNR671NB6
32289,"* Productes tèxtils, confecció i calçat, etc.",0,FNR671NB6
32290,"* Productes tèxtils, confecció i calçat, etc.",0,FNR671NB6
32291,"* Productes tèxtils, confecció i calçat, etc.",1,FNR671NB6
32344,"Serveis fotogràfics, màquines automàtiques fotogrà",29,1V90PJ9WB
32345,"Serveis fotogràfics, màquines automàtiques fotogrà",25,1V90PJ9WB
32346,"Serveis fotogràfics, màquines automàtiques fotogrà",34,1V90PJ9WB
32347,"Serveis fotogràfics, màquines automàtiques fotogrà",24,1V90PJ9WB
32348,"Serveis fotogràfics, màquines automàtiques fotogrà",42,1V90PJ9WB
32350,"Serveis fotogràfics, màquines automàtiques fotogrà",24,1V90PJ9WB
32351,"Serveis fotogràfics, màquines automàtiques fotogrà",44,1V90PJ9WB
32353,"Serveis fotogràfics, màquines automàtiques fotogrà",23,1V90PJ9WB
32404,"* joieria, rellotgeria, argenteria i bijuteria",2,440B9NUDV
32405,"* joieria, rellotgeria, argenteria i bijuteria",2,440B9NUDV
32406,"* joieria, rellotgeria, argenteria i bijuteria",1,440B9NUDV
32407,"* joieria, rellotgeria, argenteria i bijuteria",2,440B9NUDV
32408,"* joieria, rellotgeria, argenteria i bijuteria",2,440B9NUDV
32409,"* joieria, rellotgeria, argenteria i bijuteria",1,440B9NUDV
32410,"* joieria, rellotgeria, argenteria i bijuteria",2,440B9NUDV
32411,"* joieria, rellotgeria, argenteria i bijuteria",2,440B9NUDV
32412,"* joieria, rellotgeria, argenteria i bijuteria",3,440B9NUDV
32413,"* joieria, rellotgeria, argenteria i bijuteria",1,440B9NUDV
32414,"* joieria, rellotgeria, argenteria i bijuteria",1,440B9NUDV
32415,"* joieria, rellotgeria, argenteria i bijuteria",2,440B9NUDV
32416,"* joieria, rellotgeria, argenteria i bijuteria",1,440B9NUDV
32417,"* joieria, rellotgeria, argenteria i bijuteria",2,440B9NUDV
32418,"* joieria, rellotgeria, argenteria i bijuteria",2,440B9NUDV
32419,"* joieria, rellotgeria, argenteria i bijuteria",1,440B9NUDV
32420,"* joieria, rellotgeria, argenteria i bijuteria",1,440B9NUDV
32421,"* joieria, rellotgeria, argenteria i bijuteria",2,440B9NUDV
32422,"* joieria, rellotgeria, argenteria i bijuteria",0,440B9NUDV
32423,"* joieria, rellotgeria, argenteria i bijuteria",2,440B9NUDV
32424,"* joieria, rellotgeria, argenteria i bijuteria",1,440B9NUDV
32425,"* joieria, rellotgeria, argenteria i bijuteria",1,440B9NUDV
32426,"* joieria, rellotgeria, argenteria i bijuteria",2,440B9NUDV
32427,"* joieria, rellotgeria, argenteria i bijuteria",2,440B9NUDV
32428,"* joieria, rellotgeria, argenteria i bijuteria",1,440B9NUDV
32429,"* joieria, rellotgeria, argenteria i bijuteria",1,440B9NUDV
32430,"* joieria, rellotgeria, argenteria i bijuteria",2,440B9NUDV
32431,"* joieria, rellotgeria, argenteria i bijuteria",2,440B9NUDV
32432,"* joieria, rellotgeria, argenteria i bijuteria",4,440B9NUDV
32433,"* joieria, rellotgeria, argenteria i bijuteria",5,440B9NUDV
32454,"Comerç al detall de medicaments, productes sanitar",7,NUDAIZ5LV
32455,"Comerç al detall de medicaments, productes sanitar",6,NUDAIZ5LV
32456,"Comerç al detall de medicaments, productes sanitar",5,NUDAIZ5LV
32457,"Comerç al detall de medicaments, productes sanitar",9,NUDAIZ5LV
32458,"Comerç al detall de medicaments, productes sanitar",10,NUDAIZ5LV
32459,"Comerç al detall de medicaments, productes sanitar",9,NUDAIZ5LV
32460,"Comerç al detall de medicaments, productes sanitar",6,NUDAIZ5LV
32461,"Comerç al detall de medicaments, productes sanitar",7,NUDAIZ5LV
32462,"Comerç al detall de medicaments, productes sanitar",10,NUDAIZ5LV
32463,"Comerç al detall de medicaments, productes sanitar",6,NUDAIZ5LV
32464,"Comerç al detall de medicaments, productes sanitar",6,NUDAIZ5LV
32465,"Comerç al detall de medicaments, productes sanitar",8,NUDAIZ5LV
32466,"Comerç al detall de medicaments, productes sanitar",6,NUDAIZ5LV
32467,"Comerç al detall de medicaments, productes sanitar",8,NUDAIZ5LV
32468,"Comerç al detall de medicaments, productes sanitar",8,NUDAIZ5LV
32469,"Comerç al detall de medicaments, productes sanitar",7,NUDAIZ5LV
32470,"Comerç al detall de medicaments, productes sanitar",10,NUDAIZ5LV
32471,"Comerç al detall de medicaments, productes sanitar",10,NUDAIZ5LV
32472,"Comerç al detall de medicaments, productes sanitar",8,NUDAIZ5LV
32473,"Comerç al detall de medicaments, productes sanitar",6,NUDAIZ5LV
32474,"Comerç al detall de medicaments, productes sanitar",6,NUDAIZ5LV
32475,"Comerç al detall de medicaments, productes sanitar",10,NUDAIZ5LV
32476,"Comerç al detall de medicaments, productes sanitar",6,NUDAIZ5LV
32477,"Comerç al detall de medicaments, productes sanitar",8,NUDAIZ5LV
32478,"Comerç al detall de medicaments, productes sanitar",10,NUDAIZ5LV
32479,"Comerç al detall de medicaments, productes sanitar",8,NUDAIZ5LV
32480,"Comerç al detall de medicaments, productes sanitar",11,NUDAIZ5LV
32481,"Comerç al detall de medicaments, productes sanitar",9,NUDAIZ5LV
32482,"Comerç al detall de medicaments, productes sanitar",8,NUDAIZ5LV
32483,"Comerç al detall de medicaments, productes sanitar",8,NUDAIZ5LV
32484,"Comerç al detall de medicaments, productes sanitar",7,NUDAIZ5LV
32674,"* De fruites, verdures, hortalisses i tubèrculs",4,M5ZSOA5QF
32675,"* De fruites, verdures, hortalisses i tubèrculs",4,M5ZSOA5QF
32676,"* De fruites, verdures, hortalisses i tubèrculs",4,M5ZSOA5QF
32677,"* De fruites, verdures, hortalisses i tubèrculs",4,M5ZSOA5QF
32678,"* De fruites, verdures, hortalisses i tubèrculs",7,M5ZSOA5QF
32679,"* De fruites, verdures, hortalisses i tubèrculs",6,M5ZSOA5QF
32680,"* De fruites, verdures, hortalisses i tubèrculs",5,M5ZSOA5QF
32681,"* De fruites, verdures, hortalisses i tubèrculs",5,M5ZSOA5QF
32682,"* De fruites, verdures, hortalisses i tubèrculs",1,M5ZSOA5QF
32683,"* De fruites, verdures, hortalisses i tubèrculs",10,M5ZSOA5QF
32684,"* De fruites, verdures, hortalisses i tubèrculs",10,M5ZSOA5QF
32685,"* De fruites, verdures, hortalisses i tubèrculs",8,M5ZSOA5QF
32686,"* De fruites, verdures, hortalisses i tubèrculs",4,M5ZSOA5QF
32687,"* De fruites, verdures, hortalisses i tubèrculs",6,M5ZSOA5QF
32688,"* De fruites, verdures, hortalisses i tubèrculs",14,M5ZSOA5QF
32689,"* De fruites, verdures, hortalisses i tubèrculs",7,M5ZSOA5QF
32690,"* De fruites, verdures, hortalisses i tubèrculs",6,M5ZSOA5QF
32691,"* De fruites, verdures, hortalisses i tubèrculs",6,M5ZSOA5QF
32692,"* De fruites, verdures, hortalisses i tubèrculs",6,M5ZSOA5QF
32693,"* De fruites, verdures, hortalisses i tubèrculs",6,M5ZSOA5QF
32694,"* De fruites, verdures, hortalisses i tubèrculs",8,M5ZSOA5QF
32695,"* De fruites, verdures, hortalisses i tubèrculs",12,M5ZSOA5QF
32696,"* De fruites, verdures, hortalisses i tubèrculs",4,M5ZSOA5QF
32697,"* De fruites, verdures, hortalisses i tubèrculs",15,M5ZSOA5QF
32698,"* De fruites, verdures, hortalisses i tubèrculs",6,M5ZSOA5QF
32699,"* De fruites, verdures, hortalisses i tubèrculs",6,M5ZSOA5QF
32700,"* De fruites, verdures, hortalisses i tubèrculs",5,M5ZSOA5QF
32701,"* De fruites, verdures, hortalisses i tubèrculs",4,M5ZSOA5QF
32702,"* De fruites, verdures, hortalisses i tubèrculs",7,M5ZSOA5QF
32703,"* De fruites, verdures, hortalisses i tubèrculs",21,M5ZSOA5QF
32898,"* Construcció completa, reparació i conservaci",2,TATDRX0G2
32899,"* Construcció completa, reparació i conservaci",3,TATDRX0G2
32900,"* Construcció completa, reparació i conservaci",3,TATDRX0G2
32901,"* Construcció completa, reparació i conservaci",2,TATDRX0G2
32902,"* Construcció completa, reparació i conservaci",3,TATDRX0G2
32903,"* Construcció completa, reparació i conservaci",5,TATDRX0G2
32904,"* Construcció completa, reparació i conservaci",4,TATDRX0G2
